,Goal,Target,Indicator,SeriesCode,Units,Nature,UpperBound,LowerBound,SeriesDescription,Source (can differ),FootNote (can differ)
239,10,10.5,10.5.1,FI_FSI_FSERA,PERCENT,C,,,Return on assets (%),http://data.imf.org/FSI,Indicator for the whole deposit-taking sector
240,10,10.5,10.5.1,FI_FSI_FSKA,PERCENT,C,,,Regulatory capital to assets (%),http://data.imf.org/FSI,Indicator for the whole deposit-taking sector
241,10,10.5,10.5.1,FI_FSI_FSKNL,PERCENT,C,,,Non-performing loans net of provisions to capital (%),http://data.imf.org/FSI,Indicator for the whole deposit-taking sector
242,10,10.5,10.5.1,FI_FSI_FSKRTC,PERCENT,C,,,Regulatory Tier 1 capital to risk-weighted assets (%),http://data.imf.org/FSI,Indicator for the whole deposit-taking sector
243,10,10.5,10.5.1,FI_FSI_FSLS,PERCENT,C,,,Liquid assets to short term liabilities (%),http://data.imf.org/FSI,Indicator for the whole deposit-taking sector
244,10,10.5,10.5.1,FI_FSI_FSSNO,PERCENT,C,,,Net open position in foreign exchange to capital (%),http://data.imf.org/FSI,Indicator for the whole deposit-taking sector
245,10,10.6,10.6.1,SG_INT_MBRDEV,PERCENT,G,,,"Proportion of members of developing countries in international organizations, by organization (%)",Asian Development Bank Annual Report 2000,
246,10,10.6,10.6.1,SG_INT_VRTDEV,PERCENT,G,,,"Proportion of voting rights of developing countries in international organizations, by organization (%)",IMF Annual Report 2000,
247,10,10.7,10.7.2,SG_CPA_MIGR,NUMBER,C,,,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets) ","United Nation Inquiry among Governments on Population and Development (the “Inquiry”), available at https://esa.un.org/PopPolicy/Inquiry.aspx. The Inquiry was sent to 197 countries, including all 193 Member States, two Observer States (the Holy See and the State of Palestine) and two non-member States (Cook Islands and Niue) of the United Nations.",
248,10,10.a,10.a.1,TM_TRF_ZERO,PERCENT,,,,Proportion of tariff lines applied to imports with zero-tariff (%),ITC/UNCTAD/WTO database,
249,10,10.b,10.b.1,DC_TRF_TOTDL,CU_USD,C,,,"Total assistance for development, by donor countries (millions of current United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million"
250,10,10.b,10.b.1,DC_TRF_TOTL,CU_USD,C,,,"Total assistance for development, by recipient countries (millions of current United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million"
251,10,10.c,10.c.1,SI_RMT_COST,PERCENT,,,,Remittance costs as a proportion of the amount remitted (%),"World Development Indicators database, World Bank",
252,11,11.1,11.1.1,EN_LND_SLUM,PERCENT,,,,Proportion of urban population living in slums (%),United Nations Human Settlements Programme (UN-HABITAT),
253,11,11.5,11.5.2,VC_DSR_CDAN,NUMBER,C,,,Number of damaged critical infrastructure attributed to disasters (number),United Nations Office for Disaster Risk Reduction (2019),Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”
254,11,11.5,11.5.2,VC_DSR_HFDN,NUMBER,C,,,Number of destroyed or damaged health facilities attributed to disasters (number),United Nations Office for Disaster Risk Reduction (2019),Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”
255,11,11.5,11.5.2,VC_DSR_EFDN,NUMBER,C,,,Number of destroyed or damaged educational facilities attributed to disasters (number),United Nations Office for Disaster Risk Reduction (2019),Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”
256,11,11.5,11.5.2,VC_DSR_CDYN,NUMBER,C,,,Number of other destroyed or damaged critical infrastructure units and facilities attributed to disasters (number),United Nations Office for Disaster Risk Reduction (2019),Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”
257,11,11.5,11.5.2,VC_DSR_BSDN,NUMBER,C,,,Number of disruptions to basic services attributed to disasters (number),United Nations Office for Disaster Risk Reduction (2019),Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”
258,11,11.5,11.5.2,VC_DSR_ESDN,NUMBER,C,,,Number of disruptions to educational services attributed to disasters (number),United Nations Office for Disaster Risk Reduction (2019),Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”
259,11,11.5,11.5.2,VC_DSR_HSDN,NUMBER,C,,,Number of disruptions to health services attributed to disasters (number),United Nations Office for Disaster Risk Reduction (2019),Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”
260,11,11.5,11.5.2,VC_DSR_OBDN,NUMBER,C,,,Number of disruptions to other basic services attributed to disasters (number),United Nations Office for Disaster Risk Reduction (2019),Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”
261,11,11.6,11.6.2,EN_ATM_PM25,mgr/m^3,E,,,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",http://apps.who.int/gho/data/node.sdg.11-6,
262,11,11.6,11.6.1,EN_REF_WASCOL,PERCENT,C,,,"Municipal Solid Waste collection coverage, by cities (%)",United Nations Human Settlements Programme (UN-Habitat),Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.
263,12,12.1,12.1.1,SG_SCP_CNTRY,NUMBER,C,,,Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO),Environment Live / 10YFP Secretariat,"SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes"
264,12,12.1,12.1.1,SG_SCP_CORMEC,NUMBER,C,,,Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO),Environment Live / 10YFP Secretariat,"SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes"
265,12,12.1,12.1.1,SG_SCP_MACPOL,NUMBER,C,,,Countries with macro policy for sustainable consumption and production (1 = YES; 0 = NO),Environment Live / 10YFP Secretariat,"SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes"
266,12,12.1,12.1.1,SG_SCP_POLINS,NUMBER,C,,,Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),Environment Live / 10YFP Secretariat,"SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes"
267,12,12.4,12.4.1,SG_HAZ_CMRMNTRL,PERCENT,,,,Compliance with the Montreal Protocol on hazardous waste and other chemicals,Environment Live,
268,12,12.4,12.4.1,SG_HAZ_CMRROTDAM,PERCENT,,,,Compliance with the Rotterdam Convention on hazardous waste and other chemicals,Environment Live,
269,12,12.4,12.4.1,SG_HAZ_CMRBASEL,PERCENT,,,,Compliance with the Basel Convention on hazardous waste and other chemicals,Environment Live,
270,12,12.4,12.4.1,SG_HAZ_CMRSTHOLM,PERCENT,,,,Compliance with the Stockholm Convention on hazardous waste and other chemicals,Environment Live,
271,12,12.c,12.c.1,ER_FFS_PRTSST,CU_USD_B,E,,,Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars),Environment Live / IMF NEWS,
272,12,12.c,12.c.1,ER_FFS_PRTSPC,CU_USD,E,,,Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars),Environment Live / IMF NEWS,
273,12,12.c,12.c.1,ER_FFS_PRTSPR,PERCENT,E,,,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%),Environment Live / IMF NEWS,
274,14,14.5,14.5.1,ER_MRN_MARINT,KMSQ,C,,,Protected marine area (Exclusive Economic Zones) (square kilometres),"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast."
275,14,14.5,14.5.1,ER_MRN_MARIN,PERCENT,,,,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%),"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast."
276,14,14.5,14.5.1,ER_MRN_MPA,PERCENT,C,5.61277,5.61277,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%),"BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",
277,14,14.6,14.6.1,ER_REG_UNFCIM,NUMBER,,,,"Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)",Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting ,"A figure was not provided, or the method by which the figure was calculated is unknown"
278,14,14.a,14.a.1,ER_RDE_OSEX,PERCENT,CA,,,National ocean science expenditure as a share of total research and development funding (%),Country submission for Ocean Science data and UIS for R/D,
279,14,14.b,14.b.1,ER_REG_SSFRAR,NUMBER,,,,Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest),Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting ,"A figure was not provided, or the method by which the figure was calculated is unknown"
280,15,15.1,15.1.1,AG_LND_TOTL,HA_TH,E,,,Land area (thousands of hectares),FAOSTAT,
281,15,15.1,15.1.1,AG_LND_FRSTN,HA_TH,E,,,Forest area (thousands of hectares),"FAO, Global Forest Resources Assessment",FAO Estimate
282,15,15.1,15.1.1,AG_LND_FRST,PERCENT,E,,,Forest area as a proportion of total land area (%),"FAO, Global Forest Resources Assessment and FAOSTAT",FAO Estimate
283,15,15.1,15.1.2,ER_PTD_FRWRT,PERCENT,C,0.11304,0.11304,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%),"BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",
284,15,15.1,15.1.2,ER_PTD_TERRS,PERCENT,C,0.04239,0.04239,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%),"BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",
285,15,15.2,15.2.1,AG_LND_FRSTBIOPHA,T_PER_HA,E,,,Above-ground biomass in forest per hectare (tonnes per hectare),"FAO, Global Forest Resources Assessment",FAO Estimate
286,15,15.2,15.2.1,AG_LND_FRSTCERT,HA_TH,G,,,Forest area certified under an independently verified certification scheme (thousands of hectares),"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",
287,15,15.2,15.2.1,AG_LND_FRSTCHG,PERCENT,E,,,Forest area net change rate (%),"FAO, Global Forest Resources Assessment",FAO Estimate
288,15,15.2,15.2.1,AG_LND_FRSTMGT,PERCENT,E,,,Proportion of forest area with a long-term management plan (%),"FAO, Global Forest Resources Assessment",NA = A figure was not provided.
289,15,15.2,15.2.1,AG_LND_FRSTPRCT,PERCENT,E,,,Proportion of forest area within legally established protected areas (%),"FAO, Global Forest Resources Assessment",NA = A figure was not provided.
290,15,15.3,15.3.1,AG_LND_DGRD,PERCENT,C,,,Proportion of land that is degraded over total land area (%),"Ministry of Agriculture, Irrigation and Livestock",
291,15,15.4,15.4.2,ER_MTN_GRNCVI,INDEX,E,,,Mountain Green Cover Index,Food and Agriculture Organisation of United Nations ( FAO),
292,15,15.4,15.4.2,ER_MTN_TOTL,KMSQ,E,,,Mountain area (square kilometres),Food and Agriculture Organisation of United Nations ( FAO),
293,15,15.4,15.4.2,ER_MTN_GRNCOV,KMSQ,E,,,Mountain green cover area (square kilometres),Food and Agriculture Organisation of United Nations ( FAO),
294,15,15.4,15.4.1,ER_PTD_MOTN,PERCENT,C,0.05652,0.05652,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%),"BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",
295,15,15.5,15.5.1,ER_RSK_LSTI,INDEX,E,0.84335,0.83091,Red List Index,"BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",
296,15,15.6,15.6.1,ER_CBD_SMTA,NUMBER,,,,Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country (number),https://absch.cbd.int/countries,"ABS measures reported refers to legislative, administrative and policy framework or measures reported to the ABS Clearing-House. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017."
297,15,15.6,15.6.1,ER_CBD_NAGOYA,NUMBER,,,,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017."
298,15,15.6,15.6.1,ER_CBD_ABSCLRHS,NUMBER,,,,"Countries that have legislative, administrative and policy framework or measures reported to the Access and Benefit-Sharing Clearing-House (1 = YES; 0 = NO)",https://absch.cbd.int/countries,"ABS measures reported refers to legislative, administrative and policy framework or measures reported to the ABS Clearing-House. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017."
299,15,15.6,15.6.1,ER_CBD_ORSPGRFA,NUMBER,,,,"Countries that have legislative, administrative and policy framework or measures reported through the Online Reporting System on Compliance  of the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO)",Secretariat of the Convention on Biological Diversity (CBD) ,
300,15,15.6,15.6.1,ER_CBD_PTYPGRFA,NUMBER,,,,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),Secretariat of the Convention on Biological Diversity (CBD) ,
301,15,15.a,15.a.1,DC_ODA_BDVDL,CON_USD,C,,,"Total official development assistance for biodiversity, by donor countries (millions of constant 2017 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,"CommitmentsBased on OECD, CRS databased, 2019Constant 2017 USD millionOther Official flows are not marked on biodiversity"
302,15,15.a,15.a.1,DC_ODA_BDVL,CON_USD,C,,,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity"
303,16,16.1,16.1.1,VC_IHR_PSRC,PER_100000_POP,C,,,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",National Statistical Organization,"Data in reference to one country but derived from different types of sources should not be compared between them.
"
304,16,16.1,16.1.1,VC_IHR_PSRCN,NUMBER,C,,,"Number of victims of intentional homicide, by sex (number)",National Statistical Organization,"Data in reference to one country but derived from different types of sources should not be compared between them.
"
305,16,16.1,16.1.3,VC_VOV_PHYL,PERCENT,,,,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",United Nations Office on Drugs and Crime (UNODC),
306,16,16.1,16.1.3,VC_VOV_ROBB,PERCENT,C,,,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",United Nations Office on Drugs and Crime (UNODC),UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations
307,16,16.1,16.1.3,VC_VOV_SEXL,PERCENT,,,,"Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)",United Nations Office on Drugs and Crime (UNODC),UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations
308,16,16.1,16.1.4,VC_SNS_WALN,PERCENT,,,,Proportion of population that feel safe walking alone around the area they live (%),UNODC,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations
309,16,16.10,16.10.2,SG_INF_ACCSS,NUMBER,E,,,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",UNESCO World Trends in Freedom of Expression  and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article19,Observation value is the year of adoption of FOI law/policy' in a given country. Reference year represents the year of reporting.
310,16,16.2,16.2.3,VC_VAW_SXVLN,PERCENT,E,,,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",DHS,Refers to ever-married women only
311,16,16.2,16.2.1,VC_VAW_PHYPYV,PERCENT,C,,,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),MICS,Refers to children aged 2-14 years
312,16,16.2,16.2.2,VC_HTF_DETVFL,NUMBER,C,,,"Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)",GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
"
313,16,16.2,16.2.2,VC_HTF_DETVOP,NUMBER,C,,,"Detected victims of human trafficking for other purposes, by age and sex (number)",GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
"
314,16,16.2,16.2.2,VC_HTF_DETVOG,NUMBER,C,,,"Detected victims of human trafficking for removal of organ, by age and sex (number)",GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
"
315,16,16.2,16.2.2,VC_HTF_DETVSX,NUMBER,C,,,"Detected victims of human trafficking for sexual exploitaton, by age and sex (number)",GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
"
316,16,16.2,16.2.2,VC_HTF_DETV,NUMBER,C,,,"Detected victims of human trafficking, by age and sex (number)",GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
"
317,16,16.3,16.3.2,VC_PRS_UNSEC,PERCENT,C,,,Unsentenced detainees as a proportion of overall prison population (%),WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ,2005: Data refer to 3 year average 2003-2005
318,16,16.3,16.3.1,VC_PRR_PHYV,PERCENT,,,,"Police reporting rate for physical assault, by sex (%)",UNODC,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations
319,16,16.3,16.3.1,VC_PRR_SEXV,PERCENT,,,,"Police reporting rate for sexual assault, by sex (%)",UNODC,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations
320,16,16.3,16.3.1,VC_PRR_ROBB,PERCENT,,,,"Police reporting rate for robbery, by sex (%)",UNODC,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations
321,16,16.5,16.5.2,IC_FRM_BRIB,PERCENT,E,,,Bribery incidence (% of firms experiencing at least one bribe payment request),WDI,
322,16,16.5,16.5.1,IU_COR_BRIB,PERCENT,C,,,"Prevalence rate of bribery, by sex (%)",UNODC and Islamic Republic of Afghanistan High Office of Oversight and Anti-Corruption (2013) Corruption in Afghanistan: Recent patterns and trends,
323,16,16.6,16.6.1,GF_XPD_GBPC,PERCENT,C,,,Primary government expenditures as a proportion of original approved budget (%),PEFA 2008 Afghanistan Report / Public- www.pefa.org /  Link to data: https://pefa.org/sites/default/files/assements/comments/AF-Jun08-PFMPR-Final.pdf ,
324,16,16.9,16.9.1,SG_REG_BRTH,PERCENT,C,,,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),DHS,
325,16,16.a,16.a.1,SG_NHR_IMPLN,NUMBER,C,,,"Countries with National Human Rights Institutions in compliance with the Paris Principles, A status (1 = YES; 0 = NO)",Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).,Name of National Human Rights Institution: Independent Human Rights Commission.
326,16,16.a,16.a.1,SG_NHR_NOSTUSN,NUMBER,C,,,"Countries with National Human Rights Institutions and no status with the Paris Principles, C status (1 = YES; 0 = NO)",Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).,Name of National Human Rights Institution: Office of the Ombudsman .
327,16,16.a,16.a.1,SG_NHR_INTEXSTN,NUMBER,C,,,"Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)",Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).,Name of National Human Rights Institution: Commission Nationale des Droits de l’homme .
328,16,16.a,16.a.1,SG_NHR_NOAPPLN,NUMBER,C,,,"Countries with no application for accreditation with the Paris Principles, D status  (1 = YES; 0 = NO)",Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).,Name of National Human Rights Institution: Independent Human Rights Commission.
329,17,17.1,17.1.1,GR_G14_GDP,PERCENT,C,,,Total government revenue (budgetary central government) as a proportion of GDP (%),"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",
330,17,17.1,17.1.2,GC_GOB_TAXD,PERCENT,,,,Proportion of domestic budget funded by domestic taxes (% of GDP),"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",Budgetary Central Government
331,17,17.10,17.10.1,TM_TAX_WWTAV,PERCENT,C,,,"Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)","Market Access Map data, International Trade Centre (ITC)",
332,17,17.12,17.12.1,TM_TAX_ATRFD,PERCENT,C,,,"Average tariff applied by developed countries, by type of product (%)","International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",
333,17,17.15,17.15.1,SG_PLN_PRVRIMON,PERCENT,,,,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%),OECD and UNDP.,
334,17,17.15,17.15.1,SG_PLN_RECRIMON,PERCENT,,,,Proportion of results indicators which will be monitored using government sources and monitoring systems - data by recipient (%),OECD and UNDP.,
335,17,17.15,17.15.1,SG_PLN_PRVNDI,PERCENT,,,,Proportion of new development interventions drawn from country-led result frameworks - data by provider (%),OECD and UNDP.,
336,17,17.15,17.15.1,SG_PLN_RECNDI,PERCENT,,,,Proportion of new development interventions drawn from country-led result frameworks - data by recipient (%),OECD and UNDP.,
337,17,17.15,17.15.1,SG_PLN_PRVRICTRY,PERCENT,,,,Proportion of results indicators drawn from country-led results frameworks - data by provider (%),OECD and UNDP.,
338,17,17.15,17.15.1,SG_PLN_RECRICTRY,PERCENT,,,,Proportion of results indicators drawn from country-led results frameworks - data by recipient (%),OECD and UNDP.,
339,17,17.15,17.15.1,SG_PLN_REPOLRES,PERCENT,,,,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by recipient (%) ,OECD and UNDP.,
340,17,17.15,17.15.1,SG_PLN_PRPOLRES,PERCENT,,,,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) ,OECD and UNDP.,
341,17,17.16,17.16.1,SG_PLN_MSTKSDG,NOTAP,,,,Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO),Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).,Provider
342,17,17.18,17.18.3,SG_STT_NSDSFDGVT,NUMBER,G,,,Countries with national statistical plans with funding from Government (1 = YES; 0 = NO),PARIS21,Observation value represents the number of countries with national statistical plans with funding from Government
343,17,17.18,17.18.2,SG_STT_FPOS,NUMBER,G,,,Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO),PARIS21 SDG Survey,Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics
344,17,17.18,17.18.3,SG_STT_NSDSFDDNR,NUMBER,G,,,Countries with national statistical plans with funding from donors (1 = YES; 0 = NO),PARIS21,Observation value represents the number of countries with national statistical plans with funding from donors
345,17,17.18,17.18.3,SG_STT_NSDSFDOTHR,NUMBER,G,,,Countries with national statistical plans with funding from others (1 = YES; 0 = NO),PARIS21,Observation value represents the number of countries with national statistical plans with funding from others
346,17,17.18,17.18.3,SG_STT_NSDSIMPL,NUMBER,G,,,Countries with national statistical plans that are under implementation (1 = YES; 0 = NO),PARIS21,Observation value represents the number of countries with national statistical plans that are under implementation
347,17,17.18,17.18.3,SG_STT_NSDSFND,NUMBER,G,,,Countries with national statistical plans that are fully funded (1 = YES; 0 = NO),PARIS21,Observation value represents the number of countries with national statistical plans that are fully funded
348,17,17.19,17.19.2,SG_REG_CENSUSN,NUMBER,C,,,Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO),"Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.",Reference year represents the year of the census conducted.
349,17,17.19,17.19.2,SG_REG_BRTH90N,NUMBER,C,,,Countries with birth registration data that are at least 90 percent complete (1 = YES; 0 = NO),"Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations","Value ""1"" represents country's birth registration data are at least 90 per cent complete. ""0"" represents country's birth registration data are less than 90 per cent complete."
350,17,17.19,17.19.2,SG_REG_DETH75N,NUMBER,C,,,Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO),"Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations","Value ""1"" represents country's death registration data are at least 75 per cent complete. ""0"" represents country's death registration data are less than 75 per cent complete."
351,17,17.19,17.19.1,SG_STT_CAPTY,CU_USD,G,,,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),"2018 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",Sum of country-specific commitments
